,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
0,,Thailand,15.0,101.0,2020-01-22,2,0,0
1,,Japan,36.0,138.0,2020-01-22,2,0,0
2,,Singapore,1.2833,103.8333,2020-01-22,0,0,0
3,,Nepal,28.1667,84.25,2020-01-22,0,0,0
4,,Malaysia,2.5,112.5,2020-01-22,0,0,0
5,British Columbia,Canada,49.2827,-123.1207,2020-01-22,0,0,0
6,New South Wales,Australia,-33.8688,151.2093,2020-01-22,0,0,0
7,Victoria,Australia,-37.8136,144.9631,2020-01-22,0,0,0
8,Queensland,Australia,-28.0167,153.4,2020-01-22,0,0,0
9,,Cambodia,11.55,104.9167,2020-01-22,0,0,0
10,,Sri Lanka,7.0,81.0,2020-01-22,0,0,0
11,,Germany,51.0,9.0,2020-01-22,0,0,0
12,,Finland,64.0,26.0,2020-01-22,0,0,0
13,,United Arab Emirates,24.0,54.0,2020-01-22,0,0,0
14,,Philippines,13.0,122.0,2020-01-22,0,0,0
15,,India,21.0,78.0,2020-01-22,0,0,0
16,,Italy,43.0,12.0,2020-01-22,0,0,0
17,,Sweden,63.0,16.0,2020-01-22,0,0,0
18,,Spain,40.0,-4.0,2020-01-22,0,0,0
19,South Australia,Australia,-34.9285,138.6007,2020-01-22,0,0,0
20,,Belgium,50.8333,4.0,2020-01-22,0,0,0
21,,Egypt,26.0,30.0,2020-01-22,0,0,0
22,From Diamond Princess,Australia,35.4437,139.638,2020-01-22,0,0,0
23,,Lebanon,33.8547,35.8623,2020-01-22,0,0,0
24,,Iraq,33.0,44.0,2020-01-22,0,0,0
25,,Oman,21.0,57.0,2020-01-22,0,0,0
26,,Afghanistan,33.0,65.0,2020-01-22,0,0,0
27,,Bahrain,26.0275,50.55,2020-01-22,0,0,0
28,,Kuwait,29.5,47.75,2020-01-22,0,0,0
29,,Algeria,28.0339,1.6596,2020-01-22,0,0,0
30,,Croatia,45.1,15.2,2020-01-22,0,0,0
31,,Switzerland,46.8182,8.2275,2020-01-22,0,0,0
32,,Austria,47.5162,14.5501,2020-01-22,0,0,0
33,,Israel,31.0,35.0,2020-01-22,0,0,0
34,,Pakistan,30.3753,69.3451,2020-01-22,0,0,0
35,,Brazil,-14.235,-51.9253,2020-01-22,0,0,0
36,,Georgia,42.3154,43.3569,2020-01-22,0,0,0
37,,Greece,39.0742,21.8243,2020-01-22,0,0,0
38,,North Macedonia,41.6086,21.7453,2020-01-22,0,0,0
39,,Norway,60.472,8.4689,2020-01-22,0,0,0
40,,Romania,45.9432,24.9668,2020-01-22,0,0,0
41,,Estonia,58.5953,25.0136,2020-01-22,0,0,0
42,,Netherlands,52.1326,5.2913,2020-01-22,0,0,0
43,,San Marino,43.9424,12.4578,2020-01-22,0,0,0
44,,Belarus,53.7098,27.9534,2020-01-22,0,0,0
45,,Iceland,64.9631,-19.0208,2020-01-22,0,0,0
46,,Lithuania,55.1694,23.8813,2020-01-22,0,0,0
47,,Mexico,23.6345,-102.5528,2020-01-22,0,0,0
48,,New Zealand,-40.9006,174.886,2020-01-22,0,0,0
49,,Nigeria,9.082,8.6753,2020-01-22,0,0,0
50,Western Australia,Australia,-31.9505,115.8605,2020-01-22,0,0,0
51,,Ireland,53.1424,-7.6921,2020-01-22,0,0,0
52,,Luxembourg,49.8153,6.1296,2020-01-22,0,0,0
53,,Monaco,43.7333,7.4167,2020-01-22,0,0,0
54,,Qatar,25.3548,51.1839,2020-01-22,0,0,0
55,,Ecuador,-1.8312,-78.1834,2020-01-22,0,0,0
56,,Azerbaijan,40.1431,47.5769,2020-01-22,0,0,0
57,,Armenia,40.0691,45.0382,2020-01-22,0,0,0
58,,Dominican Republic,18.7357,-70.1627,2020-01-22,0,0,0
59,,Indonesia,-0.7893,113.9213,2020-01-22,0,0,0
60,,Portugal,39.3999,-8.2245,2020-01-22,0,0,0
61,,Andorra,42.5063,1.5218,2020-01-22,0,0,0
62,Tasmania,Australia,-41.4545,145.9707,2020-01-22,0,0,0
63,,Latvia,56.8796,24.6032,2020-01-22,0,0,0
64,,Morocco,31.7917,-7.0926,2020-01-22,0,0,0
65,,Saudi Arabia,24.0,45.0,2020-01-22,0,0,0
66,,Senegal,14.4974,-14.4524,2020-01-22,0,0,0
67,,Argentina,-38.4161,-63.6167,2020-01-22,0,0,0
68,,Chile,-35.6751,-71.543,2020-01-22,0,0,0
69,,Jordan,31.24,36.51,2020-01-22,0,0,0
70,,Ukraine,48.3794,31.1656,2020-01-22,0,0,0
71,,Hungary,47.1625,19.5033,2020-01-22,0,0,0
72,Northern Territory,Australia,-12.4634,130.8456,2020-01-22,0,0,0
73,,Liechtenstein,47.14,9.55,2020-01-22,0,0,0
74,,Poland,51.9194,19.1451,2020-01-22,0,0,0
75,,Tunisia,34.0,9.0,2020-01-22,0,0,0
76,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0,0,0
77,,Slovenia,46.1512,14.9955,2020-01-22,0,0,0
78,,South Africa,-30.5595,22.9375,2020-01-22,0,0,0
79,,Bhutan,27.5142,90.4336,2020-01-22,0,0,0
80,,Cameroon,3.848,11.5021,2020-01-22,0,0,0
81,,Colombia,4.5709,-74.2973,2020-01-22,0,0,0
82,,Costa Rica,9.7489,-83.7534,2020-01-22,0,0,0
83,,Peru,-9.19,-75.0152,2020-01-22,0,0,0
84,,Serbia,44.0165,21.0059,2020-01-22,0,0,0
85,,Slovakia,48.669,19.699,2020-01-22,0,0,0
86,,Togo,8.6195,0.8248,2020-01-22,0,0,0
87,,French Guiana,3.9339,-53.1258,2020-01-22,0,0,0
88,,Malta,35.9375,14.3754,2020-01-22,0,0,0
89,,Martinique,14.6415,-61.0242,2020-01-22,0,0,0
90,,Bulgaria,42.7339,25.4858,2020-01-22,0,0,0
91,,Maldives,3.2028,73.2207,2020-01-22,0,0,0
92,,Bangladesh,23.685,90.3563,2020-01-22,0,0,0
93,,Paraguay,-23.4425,-58.4438,2020-01-22,0,0,0
94,Ontario,Canada,51.2538,-85.3232,2020-01-22,0,0,0
95,Alberta,Canada,53.9333,-116.5765,2020-01-22,0,0,0
96,Quebec,Canada,52.9399,-73.5491,2020-01-22,0,0,0
97,,Albania,41.1533,20.1683,2020-01-22,0,0,0
98,,Cyprus,35.1264,33.4299,2020-01-22,0,0,0
99,,Brunei,4.5353,114.7277,2020-01-22,0,0,0
100,Washington,US,47.4009,-121.4905,2020-01-22,0,0,0
101,New York,US,42.1657,-74.9481,2020-01-22,0,0,0
102,California,US,36.1162,-119.6816,2020-01-22,0,0,0
103,Massachusetts,US,42.2302,-71.5301,2020-01-22,0,0,0
104,Diamond Princess,US,35.4437,139.638,2020-01-22,0,0,0
105,Grand Princess,US,37.6489,-122.6655,2020-01-22,0,0,0
106,Georgia,US,33.0406,-83.6431,2020-01-22,0,0,0
107,Colorado,US,39.0598,-105.3111,2020-01-22,0,0,0
108,Florida,US,27.7663,-81.6868,2020-01-22,0,0,0
109,New Jersey,US,40.2989,-74.521,2020-01-22,0,0,0
110,Oregon,US,44.572,-122.0709,2020-01-22,0,0,0
111,Texas,US,31.0545,-97.5635,2020-01-22,0,0,0
112,Illinois,US,40.3495,-88.9861,2020-01-22,0,0,0
113,Pennsylvania,US,40.5908,-77.2098,2020-01-22,0,0,0
114,Iowa,US,42.0115,-93.2105,2020-01-22,0,0,0
115,Maryland,US,39.0639,-76.8021,2020-01-22,0,0,0
116,North Carolina,US,35.6301,-79.8064,2020-01-22,0,0,0
117,South Carolina,US,33.8569,-80.945,2020-01-22,0,0,0
118,Tennessee,US,35.7478,-86.6923,2020-01-22,0,0,0
119,Virginia,US,37.7693,-78.17,2020-01-22,0,0,0
120,Arizona,US,33.7298,-111.4312,2020-01-22,0,0,0
121,Indiana,US,39.8494,-86.2583,2020-01-22,0,0,0
122,Kentucky,US,37.6681,-84.6701,2020-01-22,0,0,0
123,District of Columbia,US,38.8974,-77.0268,2020-01-22,0,0,0
124,Nevada,US,38.3135,-117.0554,2020-01-22,0,0,0
125,New Hampshire,US,43.4525,-71.5639,2020-01-22,0,0,0
126,Minnesota,US,45.6945,-93.9002,2020-01-22,0,0,0
127,Nebraska,US,41.1254,-98.2681,2020-01-22,0,0,0
128,Ohio,US,40.3888,-82.7649,2020-01-22,0,0,0
129,Rhode Island,US,41.6809,-71.5118,2020-01-22,0,0,0
130,Wisconsin,US,44.2685,-89.6165,2020-01-22,0,0,0
131,Connecticut,US,41.5978,-72.7554,2020-01-22,0,0,0
132,Hawaii,US,21.0943,-157.4983,2020-01-22,0,0,0
133,Oklahoma,US,35.5653,-96.9289,2020-01-22,0,0,0
134,Utah,US,40.15,-111.8624,2020-01-22,0,0,0
135,,Burkina Faso,12.2383,-1.5616,2020-01-22,0,0,0
136,,Holy See,41.9029,12.4534,2020-01-22,0,0,0
137,,Mongolia,46.8625,103.8467,2020-01-22,0,0,0
138,,Panama,8.538,-80.7821,2020-01-22,0,0,0
139,Kansas,US,38.5266,-96.7265,2020-01-22,0,0,0
140,Louisiana,US,31.1695,-91.8678,2020-01-22,0,0,0
141,Missouri,US,38.4561,-92.2884,2020-01-22,0,0,0
142,Vermont,US,44.0459,-72.7107,2020-01-22,0,0,0
143,Alaska,US,61.3707,-152.4044,2020-01-22,0,0,0
144,Arkansas,US,34.9697,-92.3731,2020-01-22,0,0,0
145,Delaware,US,39.3185,-75.5071,2020-01-22,0,0,0
146,Idaho,US,44.2405,-114.4788,2020-01-22,0,0,0
147,Maine,US,44.6939,-69.3819,2020-01-22,0,0,0
148,Michigan,US,43.3266,-84.5361,2020-01-22,0,0,0
149,Mississippi,US,32.7416,-89.6787,2020-01-22,0,0,0
150,Montana,US,46.9219,-110.4544,2020-01-22,0,0,0
151,New Mexico,US,34.8405,-106.2485,2020-01-22,0,0,0
152,North Dakota,US,47.5289,-99.784,2020-01-22,0,0,0
153,South Dakota,US,44.2998,-99.4388,2020-01-22,0,0,0
154,West Virginia,US,38.4912,-80.9545,2020-01-22,0,0,0
155,Wyoming,US,42.756,-107.3025,2020-01-22,0,0,0
156,Hubei,China,30.9756,112.2707,2020-01-22,444,17,28
157,,Iran,32.0,53.0,2020-01-22,0,0,0
158,,"Korea, South",36.0,128.0,2020-01-22,1,0,0
159,France,France,46.2276,2.2137,2020-01-22,0,0,0
160,Guangdong,China,23.3417,113.4244,2020-01-22,26,0,0
161,Henan,China,33.882,113.614,2020-01-22,5,0,0
162,Zhejiang,China,29.1832,120.0934,2020-01-22,10,0,0
163,Hunan,China,27.6104,111.7088,2020-01-22,4,0,0
164,Anhui,China,31.8257,117.2264,2020-01-22,1,0,0
165,Jiangxi,China,27.614,115.7221,2020-01-22,2,0,0
166,Shandong,China,36.3427,118.1498,2020-01-22,2,0,0
167,Diamond Princess,Cruise Ship,35.4437,139.638,2020-01-22,0,0,0
168,Jiangsu,China,32.9711,119.455,2020-01-22,1,0,0
169,Chongqing,China,30.0572,107.874,2020-01-22,6,0,0
170,Sichuan,China,30.6171,102.7103,2020-01-22,5,0,0
171,Heilongjiang,China,47.862,127.7615,2020-01-22,0,0,0
172,Denmark,Denmark,56.2639,9.5018,2020-01-22,0,0,0
173,Beijing,China,40.1824,116.4142,2020-01-22,14,0,0
174,Shanghai,China,31.202,121.4491,2020-01-22,9,0,0
175,Hebei,China,39.549,116.1306,2020-01-22,1,0,0
176,Fujian,China,26.0789,117.9874,2020-01-22,1,0,0
177,Guangxi,China,23.8298,108.7881,2020-01-22,2,0,0
178,Shaanxi,China,35.1917,108.8701,2020-01-22,0,0,0
179,Yunnan,China,24.974,101.487,2020-01-22,1,0,0
180,Hainan,China,19.1959,109.7453,2020-01-22,4,0,0
181,Guizhou,China,26.8154,106.8748,2020-01-22,1,0,0
182,Tianjin,China,39.3054,117.323,2020-01-22,4,0,0
183,Shanxi,China,37.5777,112.2922,2020-01-22,1,0,0
184,Gansu,China,37.8099,101.0583,2020-01-22,0,0,0
185,Hong Kong,China,22.3,114.2,2020-01-22,0,0,0
186,Liaoning,China,41.2956,122.6085,2020-01-22,2,0,0
187,Jilin,China,43.6661,126.1923,2020-01-22,0,0,0
188,,Czechia,49.8175,15.473,2020-01-22,0,0,0
189,Xinjiang,China,41.1129,85.2401,2020-01-22,0,0,0
190,Inner Mongolia,China,44.0935,113.9448,2020-01-22,0,0,0
191,Ningxia,China,37.2692,106.1655,2020-01-22,1,0,0
192,,Taiwan*,23.7,121.0,2020-01-22,1,0,0
193,,Vietnam,16.0,108.0,2020-01-22,0,0,0
194,,Russia,60.0,90.0,2020-01-22,0,0,0
195,Qinghai,China,35.7452,95.9956,2020-01-22,0,0,0
196,Macau,China,22.1667,113.55,2020-01-22,1,0,0
197,,Moldova,47.4116,28.3699,2020-01-22,0,0,0
198,,Bolivia,-16.2902,-63.5887,2020-01-22,0,0,0
199,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-22,0,0,0
200,St Martin,France,18.0708,-63.0501,2020-01-22,0,0,0
201,,Honduras,15.2,-86.2419,2020-01-22,0,0,0
202,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-22,0,0,0
203,New Brunswick,Canada,46.5653,-66.4619,2020-01-22,0,0,0
204,Tibet,China,31.6927,88.0924,2020-01-22,0,0,0
205,,Congo (Kinshasa),-4.0383,21.7587,2020-01-22,0,0,0
206,,Cote d'Ivoire,7.54,-5.5471,2020-01-22,0,0,0
207,Saint Barthelemy,France,17.9,-62.8333,2020-01-22,0,0,0
208,,Jamaica,18.1096,-77.2975,2020-01-22,0,0,0
209,,Reunion,-21.1151,55.5364,2020-01-22,0,0,0
210,,Turkey,38.9637,35.2433,2020-01-22,0,0,0
211,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-22,0,0,0
212,,Cuba,22.0,-80.0,2020-01-22,0,0,0
213,,Guyana,5.0,-58.75,2020-01-22,0,0,0
214,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-22,0,0,0
215,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-01-22,0,0,0
216,,Kazakhstan,48.0196,66.9237,2020-01-22,0,0,0
217,French Polynesia,France,-17.6797,149.4068,2020-01-22,0,0,0
218,,Cayman Islands,19.3133,-81.2546,2020-01-22,0,0,0
219,,Guadeloupe,16.265,-61.551,2020-01-22,0,0,0
220,Manitoba,Canada,53.7609,-98.8139,2020-01-22,0,0,0
221,Saskatchewan,Canada,52.9399,-106.4509,2020-01-22,0,0,0
222,,Ethiopia,9.145,40.4897,2020-01-22,0,0,0
223,,Sudan,12.8628,30.2176,2020-01-22,0,0,0
224,,Guinea,9.9456,-9.6966,2020-01-22,0,0,0
225,,Aruba,12.5211,-69.9683,2020-01-22,0,0,0
226,Grand Princess,Canada,37.6489,-122.6655,2020-01-22,0,0,0
227,,Kenya,-0.0236,37.9062,2020-01-22,0,0,0
228,,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0,0,0
229,Alabama,US,32.3182,-86.9023,2020-01-22,0,0,0
230,,Thailand,15.0,101.0,2020-01-23,3,0,0
231,,Japan,36.0,138.0,2020-01-23,1,0,0
232,,Singapore,1.2833,103.8333,2020-01-23,1,0,0
233,,Nepal,28.1667,84.25,2020-01-23,0,0,0
234,,Malaysia,2.5,112.5,2020-01-23,0,0,0
235,British Columbia,Canada,49.2827,-123.1207,2020-01-23,0,0,0
236,New South Wales,Australia,-33.8688,151.2093,2020-01-23,0,0,0
237,Victoria,Australia,-37.8136,144.9631,2020-01-23,0,0,0
238,Queensland,Australia,-28.0167,153.4,2020-01-23,0,0,0
239,,Cambodia,11.55,104.9167,2020-01-23,0,0,0
240,,Sri Lanka,7.0,81.0,2020-01-23,0,0,0
241,,Germany,51.0,9.0,2020-01-23,0,0,0
242,,Finland,64.0,26.0,2020-01-23,0,0,0
243,,United Arab Emirates,24.0,54.0,2020-01-23,0,0,0
244,,Philippines,13.0,122.0,2020-01-23,0,0,0
245,,India,21.0,78.0,2020-01-23,0,0,0
246,,Italy,43.0,12.0,2020-01-23,0,0,0
247,,Sweden,63.0,16.0,2020-01-23,0,0,0
248,,Spain,40.0,-4.0,2020-01-23,0,0,0
249,South Australia,Australia,-34.9285,138.6007,2020-01-23,0,0,0
250,,Belgium,50.8333,4.0,2020-01-23,0,0,0
251,,Egypt,26.0,30.0,2020-01-23,0,0,0
252,From Diamond Princess,Australia,35.4437,139.638,2020-01-23,0,0,0
253,,Lebanon,33.8547,35.8623,2020-01-23,0,0,0
254,,Iraq,33.0,44.0,2020-01-23,0,0,0
255,,Oman,21.0,57.0,2020-01-23,0,0,0
256,,Afghanistan,33.0,65.0,2020-01-23,0,0,0
257,,Bahrain,26.0275,50.55,2020-01-23,0,0,0
258,,Kuwait,29.5,47.75,2020-01-23,0,0,0
259,,Algeria,28.0339,1.6596,2020-01-23,0,0,0
260,,Croatia,45.1,15.2,2020-01-23,0,0,0
261,,Switzerland,46.8182,8.2275,2020-01-23,0,0,0
262,,Austria,47.5162,14.5501,2020-01-23,0,0,0
263,,Israel,31.0,35.0,2020-01-23,0,0,0
264,,Pakistan,30.3753,69.3451,2020-01-23,0,0,0
265,,Brazil,-14.235,-51.9253,2020-01-23,0,0,0
266,,Georgia,42.3154,43.3569,2020-01-23,0,0,0
267,,Greece,39.0742,21.8243,2020-01-23,0,0,0
268,,North Macedonia,41.6086,21.7453,2020-01-23,0,0,0
269,,Norway,60.472,8.4689,2020-01-23,0,0,0
270,,Romania,45.9432,24.9668,2020-01-23,0,0,0
271,,Estonia,58.5953,25.0136,2020-01-23,0,0,0
272,,Netherlands,52.1326,5.2913,2020-01-23,0,0,0
273,,San Marino,43.9424,12.4578,2020-01-23,0,0,0
274,,Belarus,53.7098,27.9534,2020-01-23,0,0,0
275,,Iceland,64.9631,-19.0208,2020-01-23,0,0,0
276,,Lithuania,55.1694,23.8813,2020-01-23,0,0,0
277,,Mexico,23.6345,-102.5528,2020-01-23,0,0,0
278,,New Zealand,-40.9006,174.886,2020-01-23,0,0,0
279,,Nigeria,9.082,8.6753,2020-01-23,0,0,0
280,Western Australia,Australia,-31.9505,115.8605,2020-01-23,0,0,0
281,,Ireland,53.1424,-7.6921,2020-01-23,0,0,0
282,,Luxembourg,49.8153,6.1296,2020-01-23,0,0,0
283,,Monaco,43.7333,7.4167,2020-01-23,0,0,0
284,,Qatar,25.3548,51.1839,2020-01-23,0,0,0
285,,Ecuador,-1.8312,-78.1834,2020-01-23,0,0,0
286,,Azerbaijan,40.1431,47.5769,2020-01-23,0,0,0
287,,Armenia,40.0691,45.0382,2020-01-23,0,0,0
288,,Dominican Republic,18.7357,-70.1627,2020-01-23,0,0,0
289,,Indonesia,-0.7893,113.9213,2020-01-23,0,0,0
290,,Portugal,39.3999,-8.2245,2020-01-23,0,0,0
291,,Andorra,42.5063,1.5218,2020-01-23,0,0,0
292,Tasmania,Australia,-41.4545,145.9707,2020-01-23,0,0,0
293,,Latvia,56.8796,24.6032,2020-01-23,0,0,0
294,,Morocco,31.7917,-7.0926,2020-01-23,0,0,0
295,,Saudi Arabia,24.0,45.0,2020-01-23,0,0,0
296,,Senegal,14.4974,-14.4524,2020-01-23,0,0,0
297,,Argentina,-38.4161,-63.6167,2020-01-23,0,0,0
298,,Chile,-35.6751,-71.543,2020-01-23,0,0,0
299,,Jordan,31.24,36.51,2020-01-23,0,0,0
300,,Ukraine,48.3794,31.1656,2020-01-23,0,0,0
301,,Hungary,47.1625,19.5033,2020-01-23,0,0,0
302,Northern Territory,Australia,-12.4634,130.8456,2020-01-23,0,0,0
303,,Liechtenstein,47.14,9.55,2020-01-23,0,0,0
304,,Poland,51.9194,19.1451,2020-01-23,0,0,0
305,,Tunisia,34.0,9.0,2020-01-23,0,0,0
306,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0,0,0
307,,Slovenia,46.1512,14.9955,2020-01-23,0,0,0
308,,South Africa,-30.5595,22.9375,2020-01-23,0,0,0
309,,Bhutan,27.5142,90.4336,2020-01-23,0,0,0
310,,Cameroon,3.848,11.5021,2020-01-23,0,0,0
311,,Colombia,4.5709,-74.2973,2020-01-23,0,0,0
312,,Costa Rica,9.7489,-83.7534,2020-01-23,0,0,0
313,,Peru,-9.19,-75.0152,2020-01-23,0,0,0
314,,Serbia,44.0165,21.0059,2020-01-23,0,0,0
315,,Slovakia,48.669,19.699,2020-01-23,0,0,0
316,,Togo,8.6195,0.8248,2020-01-23,0,0,0
317,,French Guiana,3.9339,-53.1258,2020-01-23,0,0,0
318,,Malta,35.9375,14.3754,2020-01-23,0,0,0
319,,Martinique,14.6415,-61.0242,2020-01-23,0,0,0
320,,Bulgaria,42.7339,25.4858,2020-01-23,0,0,0
321,,Maldives,3.2028,73.2207,2020-01-23,0,0,0
322,,Bangladesh,23.685,90.3563,2020-01-23,0,0,0
323,,Paraguay,-23.4425,-58.4438,2020-01-23,0,0,0
324,Ontario,Canada,51.2538,-85.3232,2020-01-23,0,0,0
325,Alberta,Canada,53.9333,-116.5765,2020-01-23,0,0,0
326,Quebec,Canada,52.9399,-73.5491,2020-01-23,0,0,0
327,,Albania,41.1533,20.1683,2020-01-23,0,0,0
328,,Cyprus,35.1264,33.4299,2020-01-23,0,0,0
329,,Brunei,4.5353,114.7277,2020-01-23,0,0,0
330,Washington,US,47.4009,-121.4905,2020-01-23,0,0,0
331,New York,US,42.1657,-74.9481,2020-01-23,0,0,0
332,California,US,36.1162,-119.6816,2020-01-23,0,0,0
333,Massachusetts,US,42.2302,-71.5301,2020-01-23,0,0,0
334,Diamond Princess,US,35.4437,139.638,2020-01-23,0,0,0
335,Grand Princess,US,37.6489,-122.6655,2020-01-23,0,0,0
336,Georgia,US,33.0406,-83.6431,2020-01-23,0,0,0
337,Colorado,US,39.0598,-105.3111,2020-01-23,0,0,0
338,Florida,US,27.7663,-81.6868,2020-01-23,0,0,0
339,New Jersey,US,40.2989,-74.521,2020-01-23,0,0,0
340,Oregon,US,44.572,-122.0709,2020-01-23,0,0,0
341,Texas,US,31.0545,-97.5635,2020-01-23,0,0,0
342,Illinois,US,40.3495,-88.9861,2020-01-23,0,0,0
343,Pennsylvania,US,40.5908,-77.2098,2020-01-23,0,0,0
344,Iowa,US,42.0115,-93.2105,2020-01-23,0,0,0
345,Maryland,US,39.0639,-76.8021,2020-01-23,0,0,0
346,North Carolina,US,35.6301,-79.8064,2020-01-23,0,0,0
347,South Carolina,US,33.8569,-80.945,2020-01-23,0,0,0
348,Tennessee,US,35.7478,-86.6923,2020-01-23,0,0,0
349,Virginia,US,37.7693,-78.17,2020-01-23,0,0,0
350,Arizona,US,33.7298,-111.4312,2020-01-23,0,0,0
351,Indiana,US,39.8494,-86.2583,2020-01-23,0,0,0
352,Kentucky,US,37.6681,-84.6701,2020-01-23,0,0,0
353,District of Columbia,US,38.8974,-77.0268,2020-01-23,0,0,0
354,Nevada,US,38.3135,-117.0554,2020-01-23,0,0,0
355,New Hampshire,US,43.4525,-71.5639,2020-01-23,0,0,0
356,Minnesota,US,45.6945,-93.9002,2020-01-23,0,0,0
357,Nebraska,US,41.1254,-98.2681,2020-01-23,0,0,0
358,Ohio,US,40.3888,-82.7649,2020-01-23,0,0,0
359,Rhode Island,US,41.6809,-71.5118,2020-01-23,0,0,0
360,Wisconsin,US,44.2685,-89.6165,2020-01-23,0,0,0
361,Connecticut,US,41.5978,-72.7554,2020-01-23,0,0,0
362,Hawaii,US,21.0943,-157.4983,2020-01-23,0,0,0
363,Oklahoma,US,35.5653,-96.9289,2020-01-23,0,0,0
364,Utah,US,40.15,-111.8624,2020-01-23,0,0,0
365,,Burkina Faso,12.2383,-1.5616,2020-01-23,0,0,0
366,,Holy See,41.9029,12.4534,2020-01-23,0,0,0
367,,Mongolia,46.8625,103.8467,2020-01-23,0,0,0
368,,Panama,8.538,-80.7821,2020-01-23,0,0,0
369,Kansas,US,38.5266,-96.7265,2020-01-23,0,0,0
370,Louisiana,US,31.1695,-91.8678,2020-01-23,0,0,0
371,Missouri,US,38.4561,-92.2884,2020-01-23,0,0,0
372,Vermont,US,44.0459,-72.7107,2020-01-23,0,0,0
373,Alaska,US,61.3707,-152.4044,2020-01-23,0,0,0
374,Arkansas,US,34.9697,-92.3731,2020-01-23,0,0,0
375,Delaware,US,39.3185,-75.5071,2020-01-23,0,0,0
376,Idaho,US,44.2405,-114.4788,2020-01-23,0,0,0
377,Maine,US,44.6939,-69.3819,2020-01-23,0,0,0
378,Michigan,US,43.3266,-84.5361,2020-01-23,0,0,0
379,Mississippi,US,32.7416,-89.6787,2020-01-23,0,0,0
380,Montana,US,46.9219,-110.4544,2020-01-23,0,0,0
381,New Mexico,US,34.8405,-106.2485,2020-01-23,0,0,0
382,North Dakota,US,47.5289,-99.784,2020-01-23,0,0,0
383,South Dakota,US,44.2998,-99.4388,2020-01-23,0,0,0
384,West Virginia,US,38.4912,-80.9545,2020-01-23,0,0,0
385,Wyoming,US,42.756,-107.3025,2020-01-23,0,0,0
386,Hubei,China,30.9756,112.2707,2020-01-23,444,17,28
387,,Iran,32.0,53.0,2020-01-23,0,0,0
388,,"Korea, South",36.0,128.0,2020-01-23,1,0,0
389,France,France,46.2276,2.2137,2020-01-23,0,0,0
390,Guangdong,China,23.3417,113.4244,2020-01-23,32,0,2
391,Henan,China,33.882,113.614,2020-01-23,5,0,0
392,Zhejiang,China,29.1832,120.0934,2020-01-23,27,0,0
393,Hunan,China,27.6104,111.7088,2020-01-23,9,0,0
394,Anhui,China,31.8257,117.2264,2020-01-23,9,0,0
395,Jiangxi,China,27.614,115.7221,2020-01-23,7,0,0
396,Shandong,China,36.3427,118.1498,2020-01-23,6,0,0
397,Diamond Princess,Cruise Ship,35.4437,139.638,2020-01-23,0,0,0
398,Jiangsu,China,32.9711,119.455,2020-01-23,5,0,0
399,Chongqing,China,30.0572,107.874,2020-01-23,9,0,0
400,Sichuan,China,30.6171,102.7103,2020-01-23,8,0,0
401,Heilongjiang,China,47.862,127.7615,2020-01-23,2,0,0
402,Denmark,Denmark,56.2639,9.5018,2020-01-23,0,0,0
403,Beijing,China,40.1824,116.4142,2020-01-23,22,0,0
404,Shanghai,China,31.202,121.4491,2020-01-23,16,0,0
405,Hebei,China,39.549,116.1306,2020-01-23,1,1,0
406,Fujian,China,26.0789,117.9874,2020-01-23,5,0,0
407,Guangxi,China,23.8298,108.7881,2020-01-23,5,0,0
408,Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0
409,Yunnan,China,24.974,101.487,2020-01-23,2,0,0
410,Hainan,China,19.1959,109.7453,2020-01-23,5,0,0
411,Guizhou,China,26.8154,106.8748,2020-01-23,3,0,0
412,Tianjin,China,39.3054,117.323,2020-01-23,4,0,0
413,Shanxi,China,37.5777,112.2922,2020-01-23,1,0,0
414,Gansu,China,37.8099,101.0583,2020-01-23,2,0,0
415,Hong Kong,China,22.3,114.2,2020-01-23,2,0,0
416,Liaoning,China,41.2956,122.6085,2020-01-23,3,0,0
417,Jilin,China,43.6661,126.1923,2020-01-23,1,0,0
418,,Czechia,49.8175,15.473,2020-01-23,0,0,0
419,Xinjiang,China,41.1129,85.2401,2020-01-23,2,0,0
420,Inner Mongolia,China,44.0935,113.9448,2020-01-23,0,0,0
421,Ningxia,China,37.2692,106.1655,2020-01-23,1,0,0
422,,Taiwan*,23.7,121.0,2020-01-23,1,0,0
423,,Vietnam,16.0,108.0,2020-01-23,2,0,0
424,,Russia,60.0,90.0,2020-01-23,0,0,0
425,Qinghai,China,35.7452,95.9956,2020-01-23,0,0,0
426,Macau,China,22.1667,113.55,2020-01-23,2,0,0
427,,Moldova,47.4116,28.3699,2020-01-23,0,0,0
428,,Bolivia,-16.2902,-63.5887,2020-01-23,0,0,0
429,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-23,0,0,0
