,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
1606,Grand Princess,Canada,37.6489,-122.6655,2020-01-28,0,0,0
1607,,Kenya,-0.0236,37.9062,2020-01-28,0,0,0
1608,,Antigua and Barbuda,17.0608,-61.7964,2020-01-28,0,0,0
1609,Alabama,US,32.3182,-86.9023,2020-01-28,0,0,0
1610,,Thailand,15.0,101.0,2020-01-29,14,0,5
1611,,Japan,36.0,138.0,2020-01-29,7,0,1
1612,,Singapore,1.2833,103.8333,2020-01-29,7,0,0
1613,,Nepal,28.1667,84.25,2020-01-29,1,0,0
1614,,Malaysia,2.5,112.5,2020-01-29,7,0,0
1615,British Columbia,Canada,49.2827,-123.1207,2020-01-29,1,0,0
1616,New South Wales,Australia,-33.8688,151.2093,2020-01-29,4,0,0
1617,Victoria,Australia,-37.8136,144.9631,2020-01-29,1,0,0
1618,Queensland,Australia,-28.0167,153.4,2020-01-29,1,0,0
1619,,Cambodia,11.55,104.9167,2020-01-29,1,0,0
1620,,Sri Lanka,7.0,81.0,2020-01-29,1,0,0
1621,,Germany,51.0,9.0,2020-01-29,4,0,0
1622,,Finland,64.0,26.0,2020-01-29,1,0,0
1623,,United Arab Emirates,24.0,54.0,2020-01-29,4,0,0
1624,,Philippines,13.0,122.0,2020-01-29,0,0,0
1625,,India,21.0,78.0,2020-01-29,0,0,0
1626,,Italy,43.0,12.0,2020-01-29,0,0,0
1627,,Sweden,63.0,16.0,2020-01-29,0,0,0
1628,,Spain,40.0,-4.0,2020-01-29,0,0,0
1629,South Australia,Australia,-34.9285,138.6007,2020-01-29,0,0,0
1630,,Belgium,50.8333,4.0,2020-01-29,0,0,0
1631,,Egypt,26.0,30.0,2020-01-29,0,0,0
1632,From Diamond Princess,Australia,35.4437,139.638,2020-01-29,0,0,0
1633,,Lebanon,33.8547,35.8623,2020-01-29,0,0,0
1634,,Iraq,33.0,44.0,2020-01-29,0,0,0
1635,,Oman,21.0,57.0,2020-01-29,0,0,0
1636,,Afghanistan,33.0,65.0,2020-01-29,0,0,0
1637,,Bahrain,26.0275,50.55,2020-01-29,0,0,0
1638,,Kuwait,29.5,47.75,2020-01-29,0,0,0
1639,,Algeria,28.0339,1.6596,2020-01-29,0,0,0
1640,,Croatia,45.1,15.2,2020-01-29,0,0,0
1641,,Switzerland,46.8182,8.2275,2020-01-29,0,0,0
1642,,Austria,47.5162,14.5501,2020-01-29,0,0,0
1643,,Israel,31.0,35.0,2020-01-29,0,0,0
1644,,Pakistan,30.3753,69.3451,2020-01-29,0,0,0
1645,,Brazil,-14.235,-51.9253,2020-01-29,0,0,0
1646,,Georgia,42.3154,43.3569,2020-01-29,0,0,0
1647,,Greece,39.0742,21.8243,2020-01-29,0,0,0
1648,,North Macedonia,41.6086,21.7453,2020-01-29,0,0,0
1649,,Norway,60.472,8.4689,2020-01-29,0,0,0
1650,,Romania,45.9432,24.9668,2020-01-29,0,0,0
1651,,Estonia,58.5953,25.0136,2020-01-29,0,0,0
1652,,Netherlands,52.1326,5.2913,2020-01-29,0,0,0
1653,,San Marino,43.9424,12.4578,2020-01-29,0,0,0
1654,,Belarus,53.7098,27.9534,2020-01-29,0,0,0
1655,,Iceland,64.9631,-19.0208,2020-01-29,0,0,0
1656,,Lithuania,55.1694,23.8813,2020-01-29,0,0,0
1657,,Mexico,23.6345,-102.5528,2020-01-29,0,0,0
1658,,New Zealand,-40.9006,174.886,2020-01-29,0,0,0
1659,,Nigeria,9.082,8.6753,2020-01-29,0,0,0
1660,Western Australia,Australia,-31.9505,115.8605,2020-01-29,0,0,0
1661,,Ireland,53.1424,-7.6921,2020-01-29,0,0,0
1662,,Luxembourg,49.8153,6.1296,2020-01-29,0,0,0
1663,,Monaco,43.7333,7.4167,2020-01-29,0,0,0
1664,,Qatar,25.3548,51.1839,2020-01-29,0,0,0
1665,,Ecuador,-1.8312,-78.1834,2020-01-29,0,0,0
1666,,Azerbaijan,40.1431,47.5769,2020-01-29,0,0,0
1667,,Armenia,40.0691,45.0382,2020-01-29,0,0,0
1668,,Dominican Republic,18.7357,-70.1627,2020-01-29,0,0,0
1669,,Indonesia,-0.7893,113.9213,2020-01-29,0,0,0
1670,,Portugal,39.3999,-8.2245,2020-01-29,0,0,0
1671,,Andorra,42.5063,1.5218,2020-01-29,0,0,0
1672,Tasmania,Australia,-41.4545,145.9707,2020-01-29,0,0,0
1673,,Latvia,56.8796,24.6032,2020-01-29,0,0,0
1674,,Morocco,31.7917,-7.0926,2020-01-29,0,0,0
1675,,Saudi Arabia,24.0,45.0,2020-01-29,0,0,0
1676,,Senegal,14.4974,-14.4524,2020-01-29,0,0,0
1677,,Argentina,-38.4161,-63.6167,2020-01-29,0,0,0
1678,,Chile,-35.6751,-71.543,2020-01-29,0,0,0
1679,,Jordan,31.24,36.51,2020-01-29,0,0,0
1680,,Ukraine,48.3794,31.1656,2020-01-29,0,0,0
1681,,Hungary,47.1625,19.5033,2020-01-29,0,0,0
1682,Northern Territory,Australia,-12.4634,130.8456,2020-01-29,0,0,0
1683,,Liechtenstein,47.14,9.55,2020-01-29,0,0,0
1684,,Poland,51.9194,19.1451,2020-01-29,0,0,0
1685,,Tunisia,34.0,9.0,2020-01-29,0,0,0
1686,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-29,0,0,0
1687,,Slovenia,46.1512,14.9955,2020-01-29,0,0,0
1688,,South Africa,-30.5595,22.9375,2020-01-29,0,0,0
1689,,Bhutan,27.5142,90.4336,2020-01-29,0,0,0
1690,,Cameroon,3.848,11.5021,2020-01-29,0,0,0
1691,,Colombia,4.5709,-74.2973,2020-01-29,0,0,0
1692,,Costa Rica,9.7489,-83.7534,2020-01-29,0,0,0
1693,,Peru,-9.19,-75.0152,2020-01-29,0,0,0
1694,,Serbia,44.0165,21.0059,2020-01-29,0,0,0
1695,,Slovakia,48.669,19.699,2020-01-29,0,0,0
1696,,Togo,8.6195,0.8248,2020-01-29,0,0,0
1697,,French Guiana,3.9339,-53.1258,2020-01-29,0,0,0
1698,,Malta,35.9375,14.3754,2020-01-29,0,0,0
1699,,Martinique,14.6415,-61.0242,2020-01-29,0,0,0
1700,,Bulgaria,42.7339,25.4858,2020-01-29,0,0,0
1701,,Maldives,3.2028,73.2207,2020-01-29,0,0,0
1702,,Bangladesh,23.685,90.3563,2020-01-29,0,0,0
1703,,Paraguay,-23.4425,-58.4438,2020-01-29,0,0,0
1704,Ontario,Canada,51.2538,-85.3232,2020-01-29,1,0,0
1705,Alberta,Canada,53.9333,-116.5765,2020-01-29,0,0,0
1706,Quebec,Canada,52.9399,-73.5491,2020-01-29,0,0,0
1707,,Albania,41.1533,20.1683,2020-01-29,0,0,0
1708,,Cyprus,35.1264,33.4299,2020-01-29,0,0,0
1709,,Brunei,4.5353,114.7277,2020-01-29,0,0,0
1710,Washington,US,47.4009,-121.4905,2020-01-29,0,0,0
1711,New York,US,42.1657,-74.9481,2020-01-29,0,0,0
1712,California,US,36.1162,-119.6816,2020-01-29,0,0,0
1713,Massachusetts,US,42.2302,-71.5301,2020-01-29,0,0,0
1714,Diamond Princess,US,35.4437,139.638,2020-01-29,0,0,0
1715,Grand Princess,US,37.6489,-122.6655,2020-01-29,0,0,0
1716,Georgia,US,33.0406,-83.6431,2020-01-29,0,0,0
1717,Colorado,US,39.0598,-105.3111,2020-01-29,0,0,0
1718,Florida,US,27.7663,-81.6868,2020-01-29,0,0,0
1719,New Jersey,US,40.2989,-74.521,2020-01-29,0,0,0
1720,Oregon,US,44.572,-122.0709,2020-01-29,0,0,0
1721,Texas,US,31.0545,-97.5635,2020-01-29,0,0,0
1722,Illinois,US,40.3495,-88.9861,2020-01-29,0,0,0
1723,Pennsylvania,US,40.5908,-77.2098,2020-01-29,0,0,0
1724,Iowa,US,42.0115,-93.2105,2020-01-29,0,0,0
1725,Maryland,US,39.0639,-76.8021,2020-01-29,0,0,0
1726,North Carolina,US,35.6301,-79.8064,2020-01-29,0,0,0
1727,South Carolina,US,33.8569,-80.945,2020-01-29,0,0,0
1728,Tennessee,US,35.7478,-86.6923,2020-01-29,0,0,0
1729,Virginia,US,37.7693,-78.17,2020-01-29,0,0,0
1730,Arizona,US,33.7298,-111.4312,2020-01-29,0,0,0
1731,Indiana,US,39.8494,-86.2583,2020-01-29,0,0,0
1732,Kentucky,US,37.6681,-84.6701,2020-01-29,0,0,0
1733,District of Columbia,US,38.8974,-77.0268,2020-01-29,0,0,0
1734,Nevada,US,38.3135,-117.0554,2020-01-29,0,0,0
1735,New Hampshire,US,43.4525,-71.5639,2020-01-29,0,0,0
1736,Minnesota,US,45.6945,-93.9002,2020-01-29,0,0,0
1737,Nebraska,US,41.1254,-98.2681,2020-01-29,0,0,0
1738,Ohio,US,40.3888,-82.7649,2020-01-29,0,0,0
1739,Rhode Island,US,41.6809,-71.5118,2020-01-29,0,0,0
1740,Wisconsin,US,44.2685,-89.6165,2020-01-29,0,0,0
1741,Connecticut,US,41.5978,-72.7554,2020-01-29,0,0,0
1742,Hawaii,US,21.0943,-157.4983,2020-01-29,0,0,0
1743,Oklahoma,US,35.5653,-96.9289,2020-01-29,0,0,0
1744,Utah,US,40.15,-111.8624,2020-01-29,0,0,0
1745,,Burkina Faso,12.2383,-1.5616,2020-01-29,0,0,0
1746,,Holy See,41.9029,12.4534,2020-01-29,0,0,0
1747,,Mongolia,46.8625,103.8467,2020-01-29,0,0,0
1748,,Panama,8.538,-80.7821,2020-01-29,0,0,0
1749,Kansas,US,38.5266,-96.7265,2020-01-29,0,0,0
1750,Louisiana,US,31.1695,-91.8678,2020-01-29,0,0,0
1751,Missouri,US,38.4561,-92.2884,2020-01-29,0,0,0
1752,Vermont,US,44.0459,-72.7107,2020-01-29,0,0,0
1753,Alaska,US,61.3707,-152.4044,2020-01-29,0,0,0
1754,Arkansas,US,34.9697,-92.3731,2020-01-29,0,0,0
1755,Delaware,US,39.3185,-75.5071,2020-01-29,0,0,0
1756,Idaho,US,44.2405,-114.4788,2020-01-29,0,0,0
1757,Maine,US,44.6939,-69.3819,2020-01-29,0,0,0
1758,Michigan,US,43.3266,-84.5361,2020-01-29,0,0,0
1759,Mississippi,US,32.7416,-89.6787,2020-01-29,0,0,0
1760,Montana,US,46.9219,-110.4544,2020-01-29,0,0,0
1761,New Mexico,US,34.8405,-106.2485,2020-01-29,0,0,0
1762,North Dakota,US,47.5289,-99.784,2020-01-29,0,0,0
1763,South Dakota,US,44.2998,-99.4388,2020-01-29,0,0,0
1764,West Virginia,US,38.4912,-80.9545,2020-01-29,0,0,0
1765,Wyoming,US,42.756,-107.3025,2020-01-29,0,0,0
1766,Hubei,China,30.9756,112.2707,2020-01-29,3554,125,88
1767,,Iran,32.0,53.0,2020-01-29,0,0,0
1768,,"Korea, South",36.0,128.0,2020-01-29,4,0,0
1769,France,France,46.2276,2.2137,2020-01-29,5,0,0
1770,Guangdong,China,23.3417,113.4244,2020-01-29,277,0,5
1771,Henan,China,33.882,113.614,2020-01-29,206,2,1
1772,Zhejiang,China,29.1832,120.0934,2020-01-29,296,0,3
1773,Hunan,China,27.6104,111.7088,2020-01-29,221,0,0
1774,Anhui,China,31.8257,117.2264,2020-01-29,152,0,2
1775,Jiangxi,China,27.614,115.7221,2020-01-29,109,0,3
1776,Shandong,China,36.3427,118.1498,2020-01-29,130,0,1
1777,Diamond Princess,Cruise Ship,35.4437,139.638,2020-01-29,0,0,0
1778,Jiangsu,China,32.9711,119.455,2020-01-29,99,0,1
1779,Chongqing,China,30.0572,107.874,2020-01-29,147,0,1
1780,Sichuan,China,30.6171,102.7103,2020-01-29,108,1,1
1781,Heilongjiang,China,47.862,127.7615,2020-01-29,38,1,0
1782,Denmark,Denmark,56.2639,9.5018,2020-01-29,0,0,0
1783,Beijing,China,40.1824,116.4142,2020-01-29,111,1,4
1784,Shanghai,China,31.202,121.4491,2020-01-29,96,1,5
1785,Hebei,China,39.549,116.1306,2020-01-29,48,1,0
1786,Fujian,China,26.0789,117.9874,2020-01-29,84,0,0
1787,Guangxi,China,23.8298,108.7881,2020-01-29,58,0,2
1788,Shaanxi,China,35.1917,108.8701,2020-01-29,56,0,0
1789,Yunnan,China,24.974,101.487,2020-01-29,55,0,0
1790,Hainan,China,19.1959,109.7453,2020-01-29,43,1,0
1791,Guizhou,China,26.8154,106.8748,2020-01-29,9,0,1
1792,Tianjin,China,39.3054,117.323,2020-01-29,27,0,0
1793,Shanxi,China,37.5777,112.2922,2020-01-29,27,0,1
1794,Gansu,China,37.8099,101.0583,2020-01-29,24,0,0
1795,Hong Kong,China,22.3,114.2,2020-01-29,10,0,0
1796,Liaoning,China,41.2956,122.6085,2020-01-29,39,0,1
1797,Jilin,China,43.6661,126.1923,2020-01-29,9,0,0
1798,,Czechia,49.8175,15.473,2020-01-29,0,0,0
1799,Xinjiang,China,41.1129,85.2401,2020-01-29,13,0,0
1800,Inner Mongolia,China,44.0935,113.9448,2020-01-29,16,0,0
1801,Ningxia,China,37.2692,106.1655,2020-01-29,12,0,0
1802,,Taiwan*,23.7,121.0,2020-01-29,8,0,0
1803,,Vietnam,16.0,108.0,2020-01-29,2,0,0
1804,,Russia,60.0,90.0,2020-01-29,0,0,0
1805,Qinghai,China,35.7452,95.9956,2020-01-29,6,0,0
1806,Macau,China,22.1667,113.55,2020-01-29,7,0,0
1807,,Moldova,47.4116,28.3699,2020-01-29,0,0,0
1808,,Bolivia,-16.2902,-63.5887,2020-01-29,0,0,0
1809,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-29,0,0,0
1810,St Martin,France,18.0708,-63.0501,2020-01-29,0,0,0
1811,,Honduras,15.2,-86.2419,2020-01-29,0,0,0
1812,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-29,0,0,0
1813,New Brunswick,Canada,46.5653,-66.4619,2020-01-29,0,0,0
1814,Tibet,China,31.6927,88.0924,2020-01-29,0,0,0
1815,,Congo (Kinshasa),-4.0383,21.7587,2020-01-29,0,0,0
1816,,Cote d'Ivoire,7.54,-5.5471,2020-01-29,0,0,0
1817,Saint Barthelemy,France,17.9,-62.8333,2020-01-29,0,0,0
1818,,Jamaica,18.1096,-77.2975,2020-01-29,0,0,0
1819,,Reunion,-21.1151,55.5364,2020-01-29,0,0,0
1820,,Turkey,38.9637,35.2433,2020-01-29,0,0,0
1821,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-29,0,0,0
1822,,Cuba,22.0,-80.0,2020-01-29,0,0,0
1823,,Guyana,5.0,-58.75,2020-01-29,0,0,0
1824,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-29,0,0,0
1825,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-01-29,0,0,0
1826,,Kazakhstan,48.0196,66.9237,2020-01-29,0,0,0
1827,French Polynesia,France,-17.6797,149.4068,2020-01-29,0,0,0
1828,,Cayman Islands,19.3133,-81.2546,2020-01-29,0,0,0
1829,,Guadeloupe,16.265,-61.551,2020-01-29,0,0,0
1830,Manitoba,Canada,53.7609,-98.8139,2020-01-29,0,0,0
1831,Saskatchewan,Canada,52.9399,-106.4509,2020-01-29,0,0,0
1832,,Ethiopia,9.145,40.4897,2020-01-29,0,0,0
1833,,Sudan,12.8628,30.2176,2020-01-29,0,0,0
1834,,Guinea,9.9456,-9.6966,2020-01-29,0,0,0
1835,,Aruba,12.5211,-69.9683,2020-01-29,0,0,0
1836,Grand Princess,Canada,37.6489,-122.6655,2020-01-29,0,0,0
1837,,Kenya,-0.0236,37.9062,2020-01-29,0,0,0
1838,,Antigua and Barbuda,17.0608,-61.7964,2020-01-29,0,0,0
1839,Alabama,US,32.3182,-86.9023,2020-01-29,0,0,0
1840,,Thailand,15.0,101.0,2020-01-30,14,0,5
1841,,Japan,36.0,138.0,2020-01-30,11,0,1
1842,,Singapore,1.2833,103.8333,2020-01-30,10,0,0
1843,,Nepal,28.1667,84.25,2020-01-30,1,0,0
1844,,Malaysia,2.5,112.5,2020-01-30,8,0,0
1845,British Columbia,Canada,49.2827,-123.1207,2020-01-30,1,0,0
1846,New South Wales,Australia,-33.8688,151.2093,2020-01-30,4,0,2
1847,Victoria,Australia,-37.8136,144.9631,2020-01-30,2,0,0
1848,Queensland,Australia,-28.0167,153.4,2020-01-30,3,0,0
1849,,Cambodia,11.55,104.9167,2020-01-30,1,0,0
1850,,Sri Lanka,7.0,81.0,2020-01-30,1,0,0
1851,,Germany,51.0,9.0,2020-01-30,4,0,0
1852,,Finland,64.0,26.0,2020-01-30,1,0,0
1853,,United Arab Emirates,24.0,54.0,2020-01-30,4,0,0
1854,,Philippines,13.0,122.0,2020-01-30,1,0,0
1855,,India,21.0,78.0,2020-01-30,1,0,0
1856,,Italy,43.0,12.0,2020-01-30,0,0,0
1857,,Sweden,63.0,16.0,2020-01-30,0,0,0
1858,,Spain,40.0,-4.0,2020-01-30,0,0,0
1859,South Australia,Australia,-34.9285,138.6007,2020-01-30,0,0,0
1860,,Belgium,50.8333,4.0,2020-01-30,0,0,0
1861,,Egypt,26.0,30.0,2020-01-30,0,0,0
1862,From Diamond Princess,Australia,35.4437,139.638,2020-01-30,0,0,0
1863,,Lebanon,33.8547,35.8623,2020-01-30,0,0,0
1864,,Iraq,33.0,44.0,2020-01-30,0,0,0
1865,,Oman,21.0,57.0,2020-01-30,0,0,0
1866,,Afghanistan,33.0,65.0,2020-01-30,0,0,0
1867,,Bahrain,26.0275,50.55,2020-01-30,0,0,0
1868,,Kuwait,29.5,47.75,2020-01-30,0,0,0
1869,,Algeria,28.0339,1.6596,2020-01-30,0,0,0
1870,,Croatia,45.1,15.2,2020-01-30,0,0,0
1871,,Switzerland,46.8182,8.2275,2020-01-30,0,0,0
1872,,Austria,47.5162,14.5501,2020-01-30,0,0,0
1873,,Israel,31.0,35.0,2020-01-30,0,0,0
1874,,Pakistan,30.3753,69.3451,2020-01-30,0,0,0
1875,,Brazil,-14.235,-51.9253,2020-01-30,0,0,0
1876,,Georgia,42.3154,43.3569,2020-01-30,0,0,0
1877,,Greece,39.0742,21.8243,2020-01-30,0,0,0
1878,,North Macedonia,41.6086,21.7453,2020-01-30,0,0,0
1879,,Norway,60.472,8.4689,2020-01-30,0,0,0
1880,,Romania,45.9432,24.9668,2020-01-30,0,0,0
1881,,Estonia,58.5953,25.0136,2020-01-30,0,0,0
1882,,Netherlands,52.1326,5.2913,2020-01-30,0,0,0
1883,,San Marino,43.9424,12.4578,2020-01-30,0,0,0
1884,,Belarus,53.7098,27.9534,2020-01-30,0,0,0
1885,,Iceland,64.9631,-19.0208,2020-01-30,0,0,0
1886,,Lithuania,55.1694,23.8813,2020-01-30,0,0,0
1887,,Mexico,23.6345,-102.5528,2020-01-30,0,0,0
1888,,New Zealand,-40.9006,174.886,2020-01-30,0,0,0
1889,,Nigeria,9.082,8.6753,2020-01-30,0,0,0
1890,Western Australia,Australia,-31.9505,115.8605,2020-01-30,0,0,0
1891,,Ireland,53.1424,-7.6921,2020-01-30,0,0,0
1892,,Luxembourg,49.8153,6.1296,2020-01-30,0,0,0
1893,,Monaco,43.7333,7.4167,2020-01-30,0,0,0
1894,,Qatar,25.3548,51.1839,2020-01-30,0,0,0
1895,,Ecuador,-1.8312,-78.1834,2020-01-30,0,0,0
1896,,Azerbaijan,40.1431,47.5769,2020-01-30,0,0,0
1897,,Armenia,40.0691,45.0382,2020-01-30,0,0,0
1898,,Dominican Republic,18.7357,-70.1627,2020-01-30,0,0,0
1899,,Indonesia,-0.7893,113.9213,2020-01-30,0,0,0
1900,,Portugal,39.3999,-8.2245,2020-01-30,0,0,0
1901,,Andorra,42.5063,1.5218,2020-01-30,0,0,0
1902,Tasmania,Australia,-41.4545,145.9707,2020-01-30,0,0,0
1903,,Latvia,56.8796,24.6032,2020-01-30,0,0,0
1904,,Morocco,31.7917,-7.0926,2020-01-30,0,0,0
1905,,Saudi Arabia,24.0,45.0,2020-01-30,0,0,0
1906,,Senegal,14.4974,-14.4524,2020-01-30,0,0,0
1907,,Argentina,-38.4161,-63.6167,2020-01-30,0,0,0
1908,,Chile,-35.6751,-71.543,2020-01-30,0,0,0
1909,,Jordan,31.24,36.51,2020-01-30,0,0,0
1910,,Ukraine,48.3794,31.1656,2020-01-30,0,0,0
1911,,Hungary,47.1625,19.5033,2020-01-30,0,0,0
1912,Northern Territory,Australia,-12.4634,130.8456,2020-01-30,0,0,0
1913,,Liechtenstein,47.14,9.55,2020-01-30,0,0,0
1914,,Poland,51.9194,19.1451,2020-01-30,0,0,0
1915,,Tunisia,34.0,9.0,2020-01-30,0,0,0
1916,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-30,0,0,0
1917,,Slovenia,46.1512,14.9955,2020-01-30,0,0,0
1918,,South Africa,-30.5595,22.9375,2020-01-30,0,0,0
1919,,Bhutan,27.5142,90.4336,2020-01-30,0,0,0
1920,,Cameroon,3.848,11.5021,2020-01-30,0,0,0
1921,,Colombia,4.5709,-74.2973,2020-01-30,0,0,0
1922,,Costa Rica,9.7489,-83.7534,2020-01-30,0,0,0
1923,,Peru,-9.19,-75.0152,2020-01-30,0,0,0
1924,,Serbia,44.0165,21.0059,2020-01-30,0,0,0
1925,,Slovakia,48.669,19.699,2020-01-30,0,0,0
1926,,Togo,8.6195,0.8248,2020-01-30,0,0,0
1927,,French Guiana,3.9339,-53.1258,2020-01-30,0,0,0
1928,,Malta,35.9375,14.3754,2020-01-30,0,0,0
1929,,Martinique,14.6415,-61.0242,2020-01-30,0,0,0
1930,,Bulgaria,42.7339,25.4858,2020-01-30,0,0,0
1931,,Maldives,3.2028,73.2207,2020-01-30,0,0,0
1932,,Bangladesh,23.685,90.3563,2020-01-30,0,0,0
1933,,Paraguay,-23.4425,-58.4438,2020-01-30,0,0,0
1934,Ontario,Canada,51.2538,-85.3232,2020-01-30,1,0,0
1935,Alberta,Canada,53.9333,-116.5765,2020-01-30,0,0,0
1936,Quebec,Canada,52.9399,-73.5491,2020-01-30,0,0,0
1937,,Albania,41.1533,20.1683,2020-01-30,0,0,0
1938,,Cyprus,35.1264,33.4299,2020-01-30,0,0,0
1939,,Brunei,4.5353,114.7277,2020-01-30,0,0,0
1940,Washington,US,47.4009,-121.4905,2020-01-30,0,0,0
1941,New York,US,42.1657,-74.9481,2020-01-30,0,0,0
1942,California,US,36.1162,-119.6816,2020-01-30,0,0,0
1943,Massachusetts,US,42.2302,-71.5301,2020-01-30,0,0,0
1944,Diamond Princess,US,35.4437,139.638,2020-01-30,0,0,0
1945,Grand Princess,US,37.6489,-122.6655,2020-01-30,0,0,0
1946,Georgia,US,33.0406,-83.6431,2020-01-30,0,0,0
1947,Colorado,US,39.0598,-105.3111,2020-01-30,0,0,0
1948,Florida,US,27.7663,-81.6868,2020-01-30,0,0,0
1949,New Jersey,US,40.2989,-74.521,2020-01-30,0,0,0
1950,Oregon,US,44.572,-122.0709,2020-01-30,0,0,0
1951,Texas,US,31.0545,-97.5635,2020-01-30,0,0,0
1952,Illinois,US,40.3495,-88.9861,2020-01-30,0,0,0
1953,Pennsylvania,US,40.5908,-77.2098,2020-01-30,0,0,0
1954,Iowa,US,42.0115,-93.2105,2020-01-30,0,0,0
1955,Maryland,US,39.0639,-76.8021,2020-01-30,0,0,0
1956,North Carolina,US,35.6301,-79.8064,2020-01-30,0,0,0
1957,South Carolina,US,33.8569,-80.945,2020-01-30,0,0,0
1958,Tennessee,US,35.7478,-86.6923,2020-01-30,0,0,0
1959,Virginia,US,37.7693,-78.17,2020-01-30,0,0,0
1960,Arizona,US,33.7298,-111.4312,2020-01-30,0,0,0
1961,Indiana,US,39.8494,-86.2583,2020-01-30,0,0,0
1962,Kentucky,US,37.6681,-84.6701,2020-01-30,0,0,0
1963,District of Columbia,US,38.8974,-77.0268,2020-01-30,0,0,0
1964,Nevada,US,38.3135,-117.0554,2020-01-30,0,0,0
1965,New Hampshire,US,43.4525,-71.5639,2020-01-30,0,0,0
1966,Minnesota,US,45.6945,-93.9002,2020-01-30,0,0,0
1967,Nebraska,US,41.1254,-98.2681,2020-01-30,0,0,0
1968,Ohio,US,40.3888,-82.7649,2020-01-30,0,0,0
1969,Rhode Island,US,41.6809,-71.5118,2020-01-30,0,0,0
1970,Wisconsin,US,44.2685,-89.6165,2020-01-30,0,0,0
1971,Connecticut,US,41.5978,-72.7554,2020-01-30,0,0,0
1972,Hawaii,US,21.0943,-157.4983,2020-01-30,0,0,0
1973,Oklahoma,US,35.5653,-96.9289,2020-01-30,0,0,0
1974,Utah,US,40.15,-111.8624,2020-01-30,0,0,0
1975,,Burkina Faso,12.2383,-1.5616,2020-01-30,0,0,0
1976,,Holy See,41.9029,12.4534,2020-01-30,0,0,0
1977,,Mongolia,46.8625,103.8467,2020-01-30,0,0,0
1978,,Panama,8.538,-80.7821,2020-01-30,0,0,0
1979,Kansas,US,38.5266,-96.7265,2020-01-30,0,0,0
1980,Louisiana,US,31.1695,-91.8678,2020-01-30,0,0,0
1981,Missouri,US,38.4561,-92.2884,2020-01-30,0,0,0
1982,Vermont,US,44.0459,-72.7107,2020-01-30,0,0,0
1983,Alaska,US,61.3707,-152.4044,2020-01-30,0,0,0
1984,Arkansas,US,34.9697,-92.3731,2020-01-30,0,0,0
1985,Delaware,US,39.3185,-75.5071,2020-01-30,0,0,0
1986,Idaho,US,44.2405,-114.4788,2020-01-30,0,0,0
1987,Maine,US,44.6939,-69.3819,2020-01-30,0,0,0
1988,Michigan,US,43.3266,-84.5361,2020-01-30,0,0,0
1989,Mississippi,US,32.7416,-89.6787,2020-01-30,0,0,0
1990,Montana,US,46.9219,-110.4544,2020-01-30,0,0,0
1991,New Mexico,US,34.8405,-106.2485,2020-01-30,0,0,0
1992,North Dakota,US,47.5289,-99.784,2020-01-30,0,0,0
1993,South Dakota,US,44.2998,-99.4388,2020-01-30,0,0,0
1994,West Virginia,US,38.4912,-80.9545,2020-01-30,0,0,0
1995,Wyoming,US,42.756,-107.3025,2020-01-30,0,0,0
1996,Hubei,China,30.9756,112.2707,2020-01-30,4903,162,90
1997,,Iran,32.0,53.0,2020-01-30,0,0,0
1998,,"Korea, South",36.0,128.0,2020-01-30,4,0,0
1999,France,France,46.2276,2.2137,2020-01-30,5,0,0
2000,Guangdong,China,23.3417,113.4244,2020-01-30,354,0,10
2001,Henan,China,33.882,113.614,2020-01-30,278,2,2
2002,Zhejiang,China,29.1832,120.0934,2020-01-30,428,0,4
2003,Hunan,China,27.6104,111.7088,2020-01-30,277,0,2
2004,Anhui,China,31.8257,117.2264,2020-01-30,200,0,2
2005,Jiangxi,China,27.614,115.7221,2020-01-30,162,0,5
2006,Shandong,China,36.3427,118.1498,2020-01-30,158,0,1
2007,Diamond Princess,Cruise Ship,35.4437,139.638,2020-01-30,0,0,0
2008,Jiangsu,China,32.9711,119.455,2020-01-30,129,0,1
2009,Chongqing,China,30.0572,107.874,2020-01-30,182,0,1
2010,Sichuan,China,30.6171,102.7103,2020-01-30,142,1,1
2011,Heilongjiang,China,47.862,127.7615,2020-01-30,44,2,0
2012,Denmark,Denmark,56.2639,9.5018,2020-01-30,0,0,0
2013,Beijing,China,40.1824,116.4142,2020-01-30,114,1,4
2014,Shanghai,China,31.202,121.4491,2020-01-30,112,1,5
2015,Hebei,China,39.549,116.1306,2020-01-30,65,1,0
2016,Fujian,China,26.0789,117.9874,2020-01-30,101,0,0
2017,Guangxi,China,23.8298,108.7881,2020-01-30,78,0,2
2018,Shaanxi,China,35.1917,108.8701,2020-01-30,63,0,0
2019,Yunnan,China,24.974,101.487,2020-01-30,70,0,0
2020,Hainan,China,19.1959,109.7453,2020-01-30,46,1,1
2021,Guizhou,China,26.8154,106.8748,2020-01-30,12,0,1
2022,Tianjin,China,39.3054,117.323,2020-01-30,31,0,0
